"otu","kingdom","phylum","class","order","family","genus"
"Otu1311","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium"
"Otu1312","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocapsa"
"Otu1313","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Plantibacter"
"Otu1314","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu1315","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Thermobrachium"
"Otu1316","Bacteria","Planctomycetes","Planctomycetia","Candidatus_Brocadiales","Candidatus_Brocadiaceae","Candidatus_Jettenia"
"Otu1317","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter"
"Otu1318","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Ventosimonadaceae","Ventosimonas"
"Otu1319","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"Otu1320","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Shuttleworthia"
"Otu1321","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"Otu1322","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas"
"Otu1323","Bacteria","Cyanobacteria","","Oscillatoriales","","Geitlerinema"
"Otu1324","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","","Candidatus_Hepatobacter"
"Otu1325","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Gulosibacter"
"Otu1326","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum"
"Otu1327","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"Otu1328","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"Otu1329","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"Otu1330","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xylella"
"Otu1331","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfovermiculus"
"Otu1332","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paenirhodobacter"
"Otu1333","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus"
"Otu1334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Puniceibacterium"
"Otu1335","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu1336","Bacteria","Cyanobacteria","","Chroococcales","","Rubidibacter"
"Otu1337","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Asanoa"
"Otu1338","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Caldithrix"
"Otu1339","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Thermocrispum"
"Otu1340","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium"
"Otu1341","Bacteria","Cyanobacteria","","Oscillatoriales","","Nodosilinea"
"Otu1342","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Pimelobacter"
"Otu1343","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Kytococcus"
"Otu1344","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylovorus"
"Otu1345","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella"
"Otu1346","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Candidatus_Methanoperedenaceae","Candidatus_Methanoperedens"
"Otu1347","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus"
"Otu1348","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Bellilinea"
"Otu1349","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella"
"Otu1350","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Pelobacter"
"Otu1351","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Cucumibacter"
"Otu1352","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudooceanicola"
"Otu1353","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea"
"Otu1354","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Xenophilus"
"Otu1355","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Thermanaerothrix"
"Otu1356","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Lawsonia"
"Otu1357","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halanaeroarchaeum"
"Otu1358","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Blastochloris"
"Otu1359","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Moellerella"
"Otu1360","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas"
"Otu1361","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella"
"Otu1362","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Arenibacter"
"Otu1363","Bacteria","Thermotogae","Thermotogae","Kosmotogales","Kosmotogaceae","Kosmotoga"
"Otu1364","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita"
"Otu1365","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia"
"Otu1366","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Chelatococcus"
"Otu1367","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"Otu1368","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"Otu1369","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobium"
"Otu1370","Bacteria","Cyanobacteria","","Nostocales","Microchaetaceae","Microchaete"
"Otu1371","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium"
"Otu1372","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella"
"Otu1373","Bacteria","Chloroflexi","Thermomicrobia","Thermomicrobiales","Thermomicrobiaceae","Thermomicrobium"
"Otu1374","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Blastopirellula"
"Otu1375","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"Otu1376","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halogeometricum"
"Otu1377","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Caldanaerobacter"
"Otu1378","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flectobacillus"
"Otu1379","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cosenzaea"
"Otu1380","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Allokutzneria"
"Otu1381","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Oxobacter"
"Otu1382","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Otu1383","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"Otu1384","Bacteria","Cyanobacteria","","Oscillatoriales","","Crinalium"
"Otu1385","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Mitsuokella"
"Otu1386","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Aphanizomenon"
"Otu1387","Bacteria","Cyanobacteria","","Stigonematales","","Chlorogloeopsis"
"Otu1388","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus"
"Otu1389","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus"
"Otu1390","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Otu1391","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Criblamydiaceae","Criblamydia"
"Otu1392","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Amorphus"
"Otu1393","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter"
"Otu1394","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Arsenicicoccus"
"Otu1395","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"Otu1396","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","Leptothrix"
"Otu1397","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter"
"Otu1398","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Raoultella"
"Otu1399","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"Otu1400","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Aestuariimicrobium"
"Otu1401","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","Hippea"
"Otu1402","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Fodinicurvata"
"Otu1403","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"Otu1404","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus"
"Otu1405","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Advenella"
"Otu1406","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XVII","Thermaerobacter"
"Otu1407","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Galbibacter"
"Otu1408","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus"
"Otu1409","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium"
"Otu1410","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acetivibrio"
"Otu1411","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales_Family_III","Caldicellulosiruptor"
"Otu1412","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"Otu1413","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Caloramator"
"Otu1414","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Tepidicaulis"
"Otu1415","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"Otu1416","Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Thermocrinis"
"Otu1417","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Arhodomonas"
"Otu1418","Bacteria","Proteobacteria","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Lebetimonas"
"Otu1419","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitibacter"
"Otu1420","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Thermoplasmataceae","Thermoplasma"
"Otu1421","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Jonesiaceae","Jonesia"
"Otu1422","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Demetria"
"Otu1423","Bacteria","Actinobacteria","Actinobacteria","Nakamurellales","Nakamurellaceae","Nakamurella"
"Otu1424","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Otu1425","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus"
"Otu1426","Bacteria","Verrucomicrobia","Spartobacteria","","","Candidatus_Xiphinematobacter"
"Otu1427","Bacteria","Fibrobacteres","Chitinivibrionia","Chitinivibrionales","Chitinivibrionaceae","Chitinivibrio"
"Otu1428","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis"
"Otu1429","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Johnsonella"
"Otu1430","Bacteria","Actinobacteria","Actinobacteria","Actinopolysporales","Actinopolysporaceae","Actinopolyspora"
"Otu1431","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylovulum"
"Otu1432","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanofollis"
"Otu1433","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium"
"Otu1434","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium"
"Otu1435","Bacteria","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Blastococcus"
"Otu1436","Bacteria","Elusimicrobia","Endomicrobia","Endomicrobiales","Endomicrobiaceae","Endomicrobium"
"Otu1437","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Anabaena"
"Otu1438","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobacter"
"Otu1439","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Kaistia"
"Otu1440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Nitrobacter"
"Otu1441","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus"
"Otu1442","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"Otu1443","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pseudopedobacter"
"Otu1444","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Catenovulum"
"Otu1445","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Holosporaceae","Holospora"
"Otu1446","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Persicobacteraceae","Persicobacter"
"Otu1447","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylothermaceae","Methylohalobius"
"Otu1448","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatiglans"
"Otu1449","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","","Hoyosella"
"Otu1450","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfonatronovibrio"
"Otu1451","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Conchiformibius"
"Otu1452","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu1453","Bacteria","Firmicutes","Clostridia","Natranaerobiales","Natranaerobiaceae","Natranaerobius"
"Otu1454","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter"
"Otu1455","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus"
"Otu1456","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Otu1457","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter"
"Otu1458","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella"
"Otu1459","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Youngiibacter"
"Otu1460","Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Geoglobus"
"Otu1461","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandarakinorhabdus"
"Otu1462","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium"
"Otu1463","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu1464","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesonia"
"Otu1465","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Leclercia"
"Otu1466","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Belnapia"
"Otu1467","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermomonospora"
"Otu1468","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Sneathiella"
"Otu1469","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Longilinea"
"Otu1470","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Rahnella"
"Otu1471","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"Otu1472","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"Otu1473","Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales","Dehalococcoidaceae","Dehalococcoides"
"Otu1474","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Pontibacillus"
"Otu1475","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Basfia"
"Otu1476","Bacteria","Cyanobacteria","","Chroococcales","","Candidatus_Atelocyanobacterium"
"Otu1477","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
"Otu1478","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Meganema"
"Otu1479","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Saprospiraceae","Haliscomenobacter"
"Otu1480","Bacteria","Rhodothermaeota","Balneolia","Balneolales","Balneolaceae","Balneola"
"Otu1481","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"Otu1482","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Lamprocystis"
"Otu1483","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosaetaceae","Methanosaeta"
"Otu1484","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Candidatus_Ishikawaella"
"Otu1485","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thioflavicoccus"
"Otu1486","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacter"
"Otu1487","Bacteria","Chloroflexi","Thermomicrobia","","","Thermorudis"
"Otu1488","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Butyricicoccus"
"Otu1489","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Alkaliphilus"
"Otu1490","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marinovum"
"Otu1491","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
